Region,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCL,410632.6419,414802.8201,419428.1326,423830.1414,427272.1528,430815.6576,434990.6521,439555.794,444373.6291,448935.5438,453179.3604,457443.154,461727.4364,466032.4528,470358.277,474704.8723,479072.1299,483459.893,487867.9729,492296.1583,496764.5366
