Segment,End Use,Construction Vintage,Start Fuel Share,End Fuel Share,Start Year,End Year,Interpolate Fuel Share,Customer Class
Multifamily - Mid Rise,Heat Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Pump,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Room,Existing,0.9722222220000001,0.9722222220000001,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Room,New,0.9722222220000001,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Home Audio System,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Home Audio System,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Exterior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Exterior Standard,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Linear Fluorescent,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Linear Fluorescent,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Specialty,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Specialty,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Standard,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Microwave,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Microwave,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Monitor,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Monitor,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Multifunction Device,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Multifunction Device,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Printer,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Printer,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Refrigerator,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Refrigerator,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Set Top Box,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Set Top Box,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Television,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Television,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Ventilation - Air,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Ventilation - Air,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat GT 55 Gal,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat GT 55 Gal,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat LE 55 Gal,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat LE 55 Gal,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Air Purifier,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Air Purifier,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - DHW,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - DHW,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Desktop,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Desktop,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Laptop,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Laptop,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Oven,Existing,0.9302325579999999,0.9302325579999999,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Oven,New,0.9302325579999999,0.9302325579999999,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Range,Existing,0.9302325579999999,0.9302325579999999,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Range,New,0.9302325579999999,0.9302325579999999,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Central,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Central,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Room,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Room,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Copier,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Copier,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,DVD Player,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,DVD Player,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Dryer,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Dryer,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Freezer,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Freezer,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Central,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Central,New,0.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Pump,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Room,Existing,0.9722222220000001,0.9722222220000001,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Room,New,0.9722222220000001,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Home Audio System,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Home Audio System,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Exterior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Exterior Standard,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Linear Fluorescent,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Linear Fluorescent,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Specialty,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Specialty,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Standard,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Microwave,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Microwave,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Monitor,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Monitor,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Multifunction Device,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Multifunction Device,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Printer,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Printer,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Refrigerator,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Refrigerator,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Set Top Box,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Set Top Box,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Television,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Television,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Ventilation - Air,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Ventilation - Air,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Air Purifier,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Air Purifier,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Circulation - DHW,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Circulation - DHW,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Circulation - Hydronic Heating,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Circulation - Hydronic Heating,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Computer - Desktop,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Computer - Desktop,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Computer - Laptop,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Computer - Laptop,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Cooking Oven,Existing,0.8087431690000001,0.8087431690000001,2021,2041,linear,Residential
Single Family,Cooking Oven,New,0.8087431690000001,0.8087431690000001,2021,2041,linear,Residential
Single Family,Cooking Range,Existing,0.7555555559999999,0.7555555559999999,2021,2041,linear,Residential
Single Family,Cooking Range,New,0.7555555559999999,0.7555555559999999,2021,2041,linear,Residential
Single Family,Cool Central,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Cool Central,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Cool Room,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Cool Room,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Copier,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Copier,New,1.0,1.0,2021,2041,linear,Residential
Single Family,DVD Player,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,DVD Player,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Dryer,Existing,0.8622754490000001,0.8622754490000001,2021,2041,linear,Residential
Single Family,Dryer,New,0.8622754490000001,0.8622754490000001,2021,2041,linear,Residential
Single Family,Freezer,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Freezer,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Heat Central,Existing,0.022034462999999997,0.00301324,2021,2041,linear,Residential
Single Family,Heat Central,New,0.1,0.1,2021,2041,linear,Residential
Single Family,Heat Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Heat Pump,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Heat Room,Existing,0.704041632,0.704041632,2021,2041,linear,Residential
Single Family,Heat Room,New,0.704041632,0.704041632,2021,2041,linear,Residential
Single Family,Home Audio System,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Home Audio System,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Exterior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Exterior Standard,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Linear Fluorescent,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Linear Fluorescent,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Specialty,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Specialty,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Lighting Interior Standard,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Microwave,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Microwave,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Monitor,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Monitor,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Multifunction Device,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Multifunction Device,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Pool Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Pool Pump,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Printer,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Printer,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Refrigerator,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Refrigerator,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Set Top Box,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Set Top Box,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Television,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Television,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Ventilation - Air,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Ventilation - Air,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Water Heat GT 55 Gal,Existing,0.88,0.88,2021,2041,linear,Residential
Single Family,Water Heat GT 55 Gal,New,0.88,0.88,2021,2041,linear,Residential
Single Family,Water Heat LE 55 Gal,Existing,0.637681159,0.637681159,2021,2041,linear,Residential
Single Family,Water Heat LE 55 Gal,New,0.637681159,0.637681159,2021,2041,linear,Residential
Single Family Low Income,Air Purifier,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Air Purifier,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Circulation - DHW,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Circulation - DHW,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Circulation - Hydronic Heating,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Circulation - Hydronic Heating,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Computer - Desktop,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Computer - Desktop,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Computer - Laptop,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Computer - Laptop,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Cooking Oven,Existing,0.8087431690000001,0.8087431690000001,2021,2041,linear,Residential
Single Family Low Income,Cooking Oven,New,0.8087431690000001,0.8087431690000001,2021,2041,linear,Residential
Single Family Low Income,Cooking Range,Existing,0.7555555559999999,0.7555555559999999,2021,2041,linear,Residential
Single Family Low Income,Cooking Range,New,0.7555555559999999,0.7555555559999999,2021,2041,linear,Residential
Single Family Low Income,Cool Central,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Cool Central,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Cool Room,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Cool Room,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Copier,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Copier,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,DVD Player,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,DVD Player,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Dryer,Existing,0.8622754490000001,0.8622754490000001,2021,2041,linear,Residential
Single Family Low Income,Dryer,New,0.8622754490000001,0.8622754490000001,2021,2041,linear,Residential
Single Family Low Income,Freezer,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Freezer,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Heat Central,Existing,0.022034462999999997,0.00301324,2021,2041,linear,Residential
Single Family Low Income,Heat Central,New,0.1,0.1,2021,2041,linear,Residential
Single Family Low Income,Heat Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Heat Pump,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Heat Room,Existing,0.704041632,0.704041632,2021,2041,linear,Residential
Single Family Low Income,Heat Room,New,0.704041632,0.704041632,2021,2041,linear,Residential
Single Family Low Income,Home Audio System,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Home Audio System,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Exterior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Exterior Standard,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Linear Fluorescent,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Linear Fluorescent,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Specialty,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Specialty,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Standard,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Standard,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Microwave,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Microwave,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Monitor,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Monitor,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Multifunction Device,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Multifunction Device,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Pool Pump,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Pool Pump,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Printer,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Printer,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Refrigerator,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Refrigerator,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Set Top Box,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Set Top Box,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Television,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Television,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Ventilation - Air,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Ventilation - Air,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Water Heat GT 55 Gal,Existing,0.88,0.88,2021,2041,linear,Residential
Single Family Low Income,Water Heat GT 55 Gal,New,0.88,0.88,2021,2041,linear,Residential
Single Family Low Income,Water Heat LE 55 Gal,Existing,0.637681159,0.637681159,2021,2041,linear,Residential
Single Family Low Income,Water Heat LE 55 Gal,New,0.637681159,0.637681159,2021,2041,linear,Residential
