Segment,End Use,Construction Vintage,Start Saturation,End Saturation,Start Year,End Year,Interpolate Saturation,Customer Class
Multifamily - Mid Rise,Cooking Range,Existing,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise,Cooking Range,New,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise,Cool Central,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Cool Central,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Cool Room,Existing,0.1872,0.410178252,2021,2041,linear,Residential
Multifamily - Mid Rise,Cool Room,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Copier,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Copier,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,DVD Player,Existing,1.246119,1.246119,2021,2041,linear,Residential
Multifamily - Mid Rise,DVD Player,New,1.246119,1.246119,2021,2041,linear,Residential
Multifamily - Mid Rise,Dryer,Existing,0.365384615,0.365384615,2021,2041,linear,Residential
Multifamily - Mid Rise,Dryer,New,0.365384615,0.365384615,2021,2041,linear,Residential
Multifamily - Mid Rise,Freezer,Existing,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise,Freezer,New,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Central,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Central,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Pump,Existing,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Pump,New,0.05,0.25,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Room,Existing,0.846153846,0.846153846,2021,2041,linear,Residential
Multifamily - Mid Rise,Heat Room,New,0.9,0.75,2021,2041,linear,Residential
Multifamily - Mid Rise,Home Audio System,Existing,0.538461538,0.538461538,2021,2041,linear,Residential
Multifamily - Mid Rise,Home Audio System,New,0.538461538,0.538461538,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Exterior Standard,Existing,0.076923077,0.076923077,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Exterior Standard,New,0.076923077,0.076923077,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Linear Fluorescent,Existing,1.615384615,1.615384615,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Linear Fluorescent,New,1.615384615,1.615384615,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Specialty,Existing,6.461538462,6.461538462,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Specialty,New,6.461538462,6.461538462,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Standard,Existing,9.153846154,9.153846154,2021,2041,linear,Residential
Multifamily - Mid Rise,Lighting Interior Standard,New,9.153846154,9.153846154,2021,2041,linear,Residential
Multifamily - Mid Rise,Microwave,Existing,0.688902,0.688902,2021,2041,linear,Residential
Multifamily - Mid Rise,Microwave,New,0.688902,0.688902,2021,2041,linear,Residential
Multifamily - Mid Rise,Monitor,Existing,0.326923077,0.326923077,2021,2041,linear,Residential
Multifamily - Mid Rise,Monitor,New,0.326923077,0.326923077,2021,2041,linear,Residential
Multifamily - Mid Rise,Multifunction Device,Existing,0.887941,0.887941,2021,2041,linear,Residential
Multifamily - Mid Rise,Multifunction Device,New,0.887941,0.887941,2021,2041,linear,Residential
Multifamily - Mid Rise,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Printer,Existing,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise,Printer,New,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise,Refrigerator,Existing,1.038461538,1.038461538,2021,2041,linear,Residential
Multifamily - Mid Rise,Refrigerator,New,1.038461538,1.038461538,2021,2041,linear,Residential
Multifamily - Mid Rise,Set Top Box,Existing,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise,Set Top Box,New,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise,Television,Existing,0.673076923,0.673076923,2021,2041,linear,Residential
Multifamily - Mid Rise,Television,New,0.673076923,0.673076923,2021,2041,linear,Residential
Multifamily - Mid Rise,Ventilation - Air,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Ventilation - Air,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat GT 55 Gal,Existing,0.038461537999999997,0.038461537999999997,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat GT 55 Gal,New,0.038461537999999997,0.1125,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat LE 55 Gal,Existing,0.269230769,0.269230769,2021,2041,linear,Residential
Multifamily - Mid Rise,Water Heat LE 55 Gal,New,0.269230769,0.7875,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Air Purifier,Existing,0.021865400000000004,0.021865400000000004,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Air Purifier,New,0.021865400000000004,0.021865400000000004,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - DHW,Existing,0.001067049,0.001067049,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - DHW,New,0.030401545,0.030401545,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,Existing,0.0005518830000000001,0.0005518830000000001,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,New,0.015723817,0.015723817,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Desktop,Existing,0.384615385,0.384615385,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Desktop,New,0.384615385,0.384615385,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Laptop,Existing,0.403846154,0.403846154,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Computer - Laptop,New,0.403846154,0.403846154,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Oven,Existing,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Oven,New,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Range,Existing,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cooking Range,New,0.961538462,0.961538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Central,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Central,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Room,Existing,0.1872,0.410178252,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Cool Room,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Copier,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Copier,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,DVD Player,Existing,1.246119,1.246119,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,DVD Player,New,1.246119,1.246119,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Dryer,Existing,0.365384615,0.365384615,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Dryer,New,0.365384615,0.365384615,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Freezer,Existing,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Freezer,New,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Central,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Central,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Pump,Existing,0.019230768999999998,0.019230768999999998,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Pump,New,0.05,0.25,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Room,Existing,0.846153846,0.846153846,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Heat Room,New,0.9,0.75,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Home Audio System,Existing,0.538461538,0.538461538,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Home Audio System,New,0.538461538,0.538461538,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Exterior Standard,Existing,0.076923077,0.076923077,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Exterior Standard,New,0.076923077,0.076923077,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Linear Fluorescent,Existing,1.615384615,1.615384615,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Linear Fluorescent,New,1.615384615,1.615384615,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Specialty,Existing,6.461538462,6.461538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Specialty,New,6.461538462,6.461538462,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Standard,Existing,9.153846154,9.153846154,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Lighting Interior Standard,New,9.153846154,9.153846154,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Microwave,Existing,0.688902,0.688902,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Microwave,New,0.688902,0.688902,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Monitor,Existing,0.326923077,0.326923077,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Monitor,New,0.326923077,0.326923077,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Multifunction Device,Existing,0.887941,0.887941,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Multifunction Device,New,0.887941,0.887941,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Printer,Existing,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Printer,New,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Refrigerator,Existing,1.038461538,1.038461538,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Refrigerator,New,1.038461538,1.038461538,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Set Top Box,Existing,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Set Top Box,New,0.346153846,0.346153846,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Television,Existing,0.673076923,0.673076923,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Television,New,0.673076923,0.673076923,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Ventilation - Air,Existing,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Ventilation - Air,New,0.0,0.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,Existing,0.038461537999999997,0.038461537999999997,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,New,0.038461537999999997,0.1125,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,Existing,0.269230769,0.269230769,2021,2041,linear,Residential
Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,New,0.269230769,0.7875,2021,2041,linear,Residential
Single Family,Air Purifier,Existing,0.029983499999999996,0.029983499999999996,2021,2041,linear,Residential
Single Family,Air Purifier,New,0.029983499999999996,0.029983499999999996,2021,2041,linear,Residential
Single Family,Circulation - DHW,Existing,0.001266195,0.001266195,2021,2041,linear,Residential
Single Family,Circulation - DHW,New,0.064576139,0.064576139,2021,2041,linear,Residential
Single Family,Circulation - Hydronic Heating,Existing,0.0033112959999999996,0.0033112959999999996,2021,2041,linear,Residential
Single Family,Circulation - Hydronic Heating,New,0.168876632,0.168876632,2021,2041,linear,Residential
Single Family,Computer - Desktop,Existing,0.844552037,0.844552037,2021,2041,linear,Residential
Single Family,Computer - Desktop,New,0.844552037,0.844552037,2021,2041,linear,Residential
Single Family,Computer - Laptop,Existing,0.674370702,0.674370702,2021,2041,linear,Residential
Single Family,Computer - Laptop,New,0.674370702,0.674370702,2021,2041,linear,Residential
Single Family,Cooking Oven,Existing,1.117210339,1.117210339,2021,2041,linear,Residential
Single Family,Cooking Oven,New,1.117210339,1.117210339,2021,2041,linear,Residential
Single Family,Cooking Range,Existing,1.111908636,1.111908636,2021,2041,linear,Residential
Single Family,Cooking Range,New,1.111908636,1.111908636,2021,2041,linear,Residential
Single Family,Cool Central,Existing,0.11,0.11,2021,2041,linear,Residential
Single Family,Cool Central,New,0.9031068000000001,0.9031068000000001,2021,2041,linear,Residential
Single Family,Cool Room,Existing,0.143060465,0.143060465,2021,2041,linear,Residential
Single Family,Cool Room,New,0.008223514,0.008223514,2021,2041,linear,Residential
Single Family,Copier,Existing,0.0,0.0,2021,2041,linear,Residential
Single Family,Copier,New,0.0,0.0,2021,2041,linear,Residential
Single Family,DVD Player,Existing,1.6393380000000002,1.6393380000000002,2021,2041,linear,Residential
Single Family,DVD Player,New,1.6393380000000002,1.6393380000000002,2021,2041,linear,Residential
Single Family,Dryer,Existing,0.9749746690000001,0.9749746690000001,2021,2041,linear,Residential
Single Family,Dryer,New,0.9749746690000001,0.9749746690000001,2021,2041,linear,Residential
Single Family,Freezer,Existing,0.321620632,0.321620632,2021,2041,linear,Residential
Single Family,Freezer,New,0.321620632,0.321620632,2021,2041,linear,Residential
Single Family,Heat Central,Existing,0.5767389820000001,0.557717759,2021,2041,linear,Residential
Single Family,Heat Central,New,0.85,0.75,2021,2041,linear,Residential
Single Family,Heat Pump,Existing,0.027771754,0.137885223,2021,2041,linear,Residential
Single Family,Heat Pump,New,0.15,0.3,2021,2041,linear,Residential
Single Family,Heat Room,Existing,0.28759210399999996,0.28759210399999996,2021,2041,linear,Residential
Single Family,Heat Room,New,0.0,0.0,2021,2041,linear,Residential
Single Family,Home Audio System,Existing,0.861324567,0.861324567,2021,2041,linear,Residential
Single Family,Home Audio System,New,0.861324567,0.861324567,2021,2041,linear,Residential
Single Family,Lighting Exterior Standard,Existing,4.6959784860000005,4.6959784860000005,2021,2041,linear,Residential
Single Family,Lighting Exterior Standard,New,4.6959784860000005,4.6959784860000005,2021,2041,linear,Residential
Single Family,Lighting Interior Linear Fluorescent,Existing,4.413055218999999,4.413055218999999,2021,2041,linear,Residential
Single Family,Lighting Interior Linear Fluorescent,New,4.413055218999999,4.413055218999999,2021,2041,linear,Residential
Single Family,Lighting Interior Specialty,Existing,24.16251176,24.16251176,2021,2041,linear,Residential
Single Family,Lighting Interior Specialty,New,24.16251176,24.16251176,2021,2041,linear,Residential
Single Family,Lighting Interior Standard,Existing,24.15921908,24.15921908,2021,2041,linear,Residential
Single Family,Lighting Interior Standard,New,24.15921908,24.15921908,2021,2041,linear,Residential
Single Family,Microwave,Existing,0.8387819999999999,0.8387819999999999,2021,2041,linear,Residential
Single Family,Microwave,New,0.8387819999999999,0.8387819999999999,2021,2041,linear,Residential
Single Family,Monitor,Existing,0.696941475,0.696941475,2021,2041,linear,Residential
Single Family,Monitor,New,0.696941475,0.696941475,2021,2041,linear,Residential
Single Family,Multifunction Device,Existing,1.215437,1.215437,2021,2041,linear,Residential
Single Family,Multifunction Device,New,1.215437,1.215437,2021,2041,linear,Residential
Single Family,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Pool Pump,Existing,0.027379,0.027379,2021,2041,linear,Residential
Single Family,Pool Pump,New,0.027379,0.027379,2021,2041,linear,Residential
Single Family,Printer,Existing,0.6783841070000001,0.6783841070000001,2021,2041,linear,Residential
Single Family,Printer,New,0.6783841070000001,0.6783841070000001,2021,2041,linear,Residential
Single Family,Refrigerator,Existing,1.3843149940000001,1.3843149940000001,2021,2041,linear,Residential
Single Family,Refrigerator,New,1.3843149940000001,1.3843149940000001,2021,2041,linear,Residential
Single Family,Set Top Box,Existing,0.90325139,0.90325139,2021,2041,linear,Residential
Single Family,Set Top Box,New,0.90325139,0.90325139,2021,2041,linear,Residential
Single Family,Television,Existing,1.164728432,1.164728432,2021,2041,linear,Residential
Single Family,Television,New,1.164728432,1.164728432,2021,2041,linear,Residential
Single Family,Ventilation - Air,Existing,0.594798288,0.594798288,2021,2041,linear,Residential
Single Family,Ventilation - Air,New,0.594798288,0.594798288,2021,2041,linear,Residential
Single Family,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Single Family,Water Heat GT 55 Gal,Existing,0.195762875,0.195762875,2021,2041,linear,Residential
Single Family,Water Heat GT 55 Gal,New,0.195762875,0.195762875,2021,2041,linear,Residential
Single Family,Water Heat LE 55 Gal,Existing,0.7903542379999999,0.7903542379999999,2021,2041,linear,Residential
Single Family,Water Heat LE 55 Gal,New,0.7903542379999999,0.7903542379999999,2021,2041,linear,Residential
Single Family Low Income,Air Purifier,Existing,0.029983499999999996,0.029983499999999996,2021,2041,linear,Residential
Single Family Low Income,Air Purifier,New,0.029983499999999996,0.029983499999999996,2021,2041,linear,Residential
Single Family Low Income,Circulation - DHW,Existing,0.001266195,0.001266195,2021,2041,linear,Residential
Single Family Low Income,Circulation - DHW,New,0.064576139,0.064576139,2021,2041,linear,Residential
Single Family Low Income,Circulation - Hydronic Heating,Existing,0.0033112959999999996,0.0033112959999999996,2021,2041,linear,Residential
Single Family Low Income,Circulation - Hydronic Heating,New,0.168876632,0.168876632,2021,2041,linear,Residential
Single Family Low Income,Computer - Desktop,Existing,0.844552037,0.844552037,2021,2041,linear,Residential
Single Family Low Income,Computer - Desktop,New,0.844552037,0.844552037,2021,2041,linear,Residential
Single Family Low Income,Computer - Laptop,Existing,0.674370702,0.674370702,2021,2041,linear,Residential
Single Family Low Income,Computer - Laptop,New,0.674370702,0.674370702,2021,2041,linear,Residential
Single Family Low Income,Cooking Oven,Existing,1.117210339,1.117210339,2021,2041,linear,Residential
Single Family Low Income,Cooking Oven,New,1.117210339,1.117210339,2021,2041,linear,Residential
Single Family Low Income,Cooking Range,Existing,1.111908636,1.111908636,2021,2041,linear,Residential
Single Family Low Income,Cooking Range,New,1.111908636,1.111908636,2021,2041,linear,Residential
Single Family Low Income,Cool Central,Existing,0.11,0.11,2021,2041,linear,Residential
Single Family Low Income,Cool Central,New,0.9031068000000001,0.9031068000000001,2021,2041,linear,Residential
Single Family Low Income,Cool Room,Existing,0.143060465,0.143060465,2021,2041,linear,Residential
Single Family Low Income,Cool Room,New,0.008223514,0.008223514,2021,2041,linear,Residential
Single Family Low Income,Copier,Existing,0.0,0.0,2021,2041,linear,Residential
Single Family Low Income,Copier,New,0.0,0.0,2021,2041,linear,Residential
Single Family Low Income,DVD Player,Existing,1.6393380000000002,1.6393380000000002,2021,2041,linear,Residential
Single Family Low Income,DVD Player,New,1.6393380000000002,1.6393380000000002,2021,2041,linear,Residential
Single Family Low Income,Dryer,Existing,0.9749746690000001,0.9749746690000001,2021,2041,linear,Residential
Single Family Low Income,Dryer,New,0.9749746690000001,0.9749746690000001,2021,2041,linear,Residential
Single Family Low Income,Freezer,Existing,0.321620632,0.321620632,2021,2041,linear,Residential
Single Family Low Income,Freezer,New,0.321620632,0.321620632,2021,2041,linear,Residential
Single Family Low Income,Heat Central,Existing,0.5767389820000001,0.557717759,2021,2041,linear,Residential
Single Family Low Income,Heat Central,New,0.85,0.75,2021,2041,linear,Residential
Single Family Low Income,Heat Pump,Existing,0.027771754,0.137885223,2021,2041,linear,Residential
Single Family Low Income,Heat Pump,New,0.15,0.3,2021,2041,linear,Residential
Single Family Low Income,Heat Room,Existing,0.28759210399999996,0.28759210399999996,2021,2041,linear,Residential
Single Family Low Income,Heat Room,New,0.0,0.0,2021,2041,linear,Residential
Single Family Low Income,Home Audio System,Existing,0.861324567,0.861324567,2021,2041,linear,Residential
Single Family Low Income,Home Audio System,New,0.861324567,0.861324567,2021,2041,linear,Residential
Single Family Low Income,Lighting Exterior Standard,Existing,4.6959784860000005,4.6959784860000005,2021,2041,linear,Residential
Single Family Low Income,Lighting Exterior Standard,New,4.6959784860000005,4.6959784860000005,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Linear Fluorescent,Existing,4.413055218999999,4.413055218999999,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Linear Fluorescent,New,4.413055218999999,4.413055218999999,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Specialty,Existing,24.16251176,24.16251176,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Specialty,New,24.16251176,24.16251176,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Standard,Existing,24.15921908,24.15921908,2021,2041,linear,Residential
Single Family Low Income,Lighting Interior Standard,New,24.15921908,24.15921908,2021,2041,linear,Residential
Single Family Low Income,Microwave,Existing,0.8387819999999999,0.8387819999999999,2021,2041,linear,Residential
Single Family Low Income,Microwave,New,0.8387819999999999,0.8387819999999999,2021,2041,linear,Residential
Single Family Low Income,Monitor,Existing,0.696941475,0.696941475,2021,2041,linear,Residential
Single Family Low Income,Monitor,New,0.696941475,0.696941475,2021,2041,linear,Residential
Single Family Low Income,Multifunction Device,Existing,1.215437,1.215437,2021,2041,linear,Residential
Single Family Low Income,Multifunction Device,New,1.215437,1.215437,2021,2041,linear,Residential
Single Family Low Income,Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Plug Load Other,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Plug Load Other,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Pool Pump,Existing,0.027379,0.027379,2021,2041,linear,Residential
Single Family Low Income,Pool Pump,New,0.027379,0.027379,2021,2041,linear,Residential
Single Family Low Income,Printer,Existing,0.6783841070000001,0.6783841070000001,2021,2041,linear,Residential
Single Family Low Income,Printer,New,0.6783841070000001,0.6783841070000001,2021,2041,linear,Residential
Single Family Low Income,Refrigerator,Existing,1.3843149940000001,1.3843149940000001,2021,2041,linear,Residential
Single Family Low Income,Refrigerator,New,1.3843149940000001,1.3843149940000001,2021,2041,linear,Residential
Single Family Low Income,Set Top Box,Existing,0.90325139,0.90325139,2021,2041,linear,Residential
Single Family Low Income,Set Top Box,New,0.90325139,0.90325139,2021,2041,linear,Residential
Single Family Low Income,Television,Existing,1.164728432,1.164728432,2021,2041,linear,Residential
Single Family Low Income,Television,New,1.164728432,1.164728432,2021,2041,linear,Residential
Single Family Low Income,Ventilation - Air,Existing,0.594798288,0.594798288,2021,2041,linear,Residential
Single Family Low Income,Ventilation - Air,New,0.594798288,0.594798288,2021,2041,linear,Residential
Single Family Low Income,Waste Water,Existing,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Waste Water,New,1.0,1.0,2021,2041,linear,Residential
Single Family Low Income,Water Heat GT 55 Gal,Existing,0.195762875,0.195762875,2021,2041,linear,Residential
Single Family Low Income,Water Heat GT 55 Gal,New,0.195762875,0.195762875,2021,2041,linear,Residential
Single Family Low Income,Water Heat LE 55 Gal,Existing,0.7903542379999999,0.7903542379999999,2021,2041,linear,Residential
Single Family Low Income,Water Heat LE 55 Gal,New,0.7903542379999999,0.7903542379999999,2021,2041,linear,Residential
