RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCLMultifamily - High Rise Low IncomeLighting Interior Standard5,SCLMultifamily - High Rise Low IncomeLighting Interior Standard5New,SCLMultifamily - High Rise Low IncomeLighting Interior StandardMarket Average Lighting InteriorNew,SCLMultifamily - High Rise Low IncomeLighting Interior StandardNew,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,5,Market Average Lighting Interior,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCLMultifamily - High Rise Low IncomeLighting Interior Standard4,SCLMultifamily - High Rise Low IncomeLighting Interior Standard4New,SCLMultifamily - High Rise Low IncomeLighting Interior StandardCFLNew,SCLMultifamily - High Rise Low IncomeLighting Interior StandardNew,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,4,CFL,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCLMultifamily - High Rise Low IncomeLighting Interior Standard3,SCLMultifamily - High Rise Low IncomeLighting Interior Standard3New,SCLMultifamily - High Rise Low IncomeLighting Interior StandardEISA 2020 Backstop Interior LampNew,SCLMultifamily - High Rise Low IncomeLighting Interior StandardNew,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,3,EISA 2020 Backstop Interior Lamp,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCLMultifamily - High Rise Low IncomeLighting Interior Standard2,SCLMultifamily - High Rise Low IncomeLighting Interior Standard2New,SCLMultifamily - High Rise Low IncomeLighting Interior StandardHalogen - EISA StandardNew,SCLMultifamily - High Rise Low IncomeLighting Interior StandardNew,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,2,Halogen - EISA Standard,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCLMultifamily - High Rise Low IncomeLighting Interior Standard1,SCLMultifamily - High Rise Low IncomeLighting Interior Standard1New,SCLMultifamily - High Rise Low IncomeLighting Interior StandardIncandescent - Below StandardNew,SCLMultifamily - High Rise Low IncomeLighting Interior StandardNew,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,1,Incandescent - Below Standard,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave3,SCLMultifamily - High Rise Low IncomeMicrowave3Existing,SCLMultifamily - High Rise Low IncomeMicrowaveTSL4 EfficiencyExisting,SCLMultifamily - High Rise Low IncomeMicrowaveExisting,SCL,Multifamily - High Rise Low Income,Microwave,3,TSL4 Efficiency,Existing,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442,3809.093442
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave2,SCLMultifamily - High Rise Low IncomeMicrowave2Existing,SCLMultifamily - High Rise Low IncomeMicrowaveMarket Average MicrowaveExisting,SCLMultifamily - High Rise Low IncomeMicrowaveExisting,SCL,Multifamily - High Rise Low Income,Microwave,2,Market Average Microwave,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave1,SCLMultifamily - High Rise Low IncomeMicrowave1Existing,SCLMultifamily - High Rise Low IncomeMicrowaveFederal Standard 2016 MicrowaveExisting,SCLMultifamily - High Rise Low IncomeMicrowaveExisting,SCL,Multifamily - High Rise Low Income,Microwave,1,Federal Standard 2016 Microwave,Existing,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251,10157.58251
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave3,SCLMultifamily - High Rise Low IncomeMicrowave3New,SCLMultifamily - High Rise Low IncomeMicrowaveTSL4 EfficiencyNew,SCLMultifamily - High Rise Low IncomeMicrowaveNew,SCL,Multifamily - High Rise Low Income,Microwave,3,TSL4 Efficiency,New,0,61.52197097,129.2156524,193.4110075,243.5386524,295.0290491,355.5948506,421.766501,491.5695539,557.6499351,619.1137142,680.8597731,742.8980682,805.2337625,867.8689492,930.8037462,994.036989,1057.566672,1121.390226,1185.504697,1250.20111
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave2,SCLMultifamily - High Rise Low IncomeMicrowave2New,SCLMultifamily - High Rise Low IncomeMicrowaveMarket Average MicrowaveNew,SCLMultifamily - High Rise Low IncomeMicrowaveNew,SCL,Multifamily - High Rise Low Income,Microwave,2,Market Average Microwave,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCLMultifamily - High Rise Low IncomeMicrowave1,SCLMultifamily - High Rise Low IncomeMicrowave1New,SCLMultifamily - High Rise Low IncomeMicrowaveFederal Standard 2016 MicrowaveNew,SCLMultifamily - High Rise Low IncomeMicrowaveNew,SCL,Multifamily - High Rise Low Income,Microwave,1,Federal Standard 2016 Microwave,New,0,164.0585893,344.5750731,515.7626866,649.4364063,786.744131,948.2529348,1124.710669,1310.852144,1487.066494,1650.969905,1815.626062,1981.061515,2147.290033,2314.317198,2482.143323,2650.765304,2820.177791,2990.373935,3161.345858,3333.869627
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMonitor,SCLMultifamily - High Rise Low IncomeMonitor2,SCLMultifamily - High Rise Low IncomeMonitor2Existing,SCLMultifamily - High Rise Low IncomeMonitorENERGY STAR DisplayExisting,SCLMultifamily - High Rise Low IncomeMonitorExisting,SCL,Multifamily - High Rise Low Income,Monitor,2,ENERGY STAR Display,Existing,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998,828.4974998
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMonitor,SCLMultifamily - High Rise Low IncomeMonitor1,SCLMultifamily - High Rise Low IncomeMonitor1Existing,SCLMultifamily - High Rise Low IncomeMonitorStandard MonitorExisting,SCLMultifamily - High Rise Low IncomeMonitorExisting,SCL,Multifamily - High Rise Low Income,Monitor,1,Standard Monitor,Existing,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499,5799.482499
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMonitor,SCLMultifamily - High Rise Low IncomeMonitor2,SCLMultifamily - High Rise Low IncomeMonitor2New,SCLMultifamily - High Rise Low IncomeMonitorENERGY STAR DisplayNew,SCLMultifamily - High Rise Low IncomeMonitorNew,SCL,Multifamily - High Rise Low Income,Monitor,2,ENERGY STAR Display,New,0,13.38134648,28.10507187,42.06789321,52.97091491,64.17034218,77.34371685,91.73639265,106.9189172,121.2917415,134.6604309,148.0905177,161.5841674,175.1425029,188.7659795,202.454623,216.2081799,230.026214,243.9081667,257.8533954,271.9251995
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMonitor,SCLMultifamily - High Rise Low IncomeMonitor1,SCLMultifamily - High Rise Low IncomeMonitor1New,SCLMultifamily - High Rise Low IncomeMonitorStandard MonitorNew,SCLMultifamily - High Rise Low IncomeMonitorNew,SCL,Multifamily - High Rise Low Income,Monitor,1,Standard Monitor,New,0,93.66942539,196.7355031,294.4752525,370.7964044,449.1923953,541.406018,642.1547485,748.4324206,849.0421904,942.6230165,1036.633624,1131.089171,1225.99752,1321.361857,1417.182361,1513.457259,1610.183498,1707.357167,1804.973768,1903.476396
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMultifunction Device,SCLMultifamily - High Rise Low IncomeMultifunction Device2,SCLMultifamily - High Rise Low IncomeMultifunction Device2Existing,SCLMultifamily - High Rise Low IncomeMultifunction DeviceENERGY STAR Multifunction Device (All-in-one)Existing,SCLMultifamily - High Rise Low IncomeMultifunction DeviceExisting,SCL,Multifamily - High Rise Low Income,Multifunction Device,2,ENERGY STAR Multifunction Device (All-in-one),Existing,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181,17401.89181
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMultifunction Device,SCLMultifamily - High Rise Low IncomeMultifunction Device1,SCLMultifamily - High Rise Low IncomeMultifunction Device1Existing,SCLMultifamily - High Rise Low IncomeMultifunction DeviceStandard Multifunction Device (All-in-one)Existing,SCLMultifamily - High Rise Low IncomeMultifunction DeviceExisting,SCL,Multifamily - High Rise Low Income,Multifunction Device,1,Standard Multifunction Device (All-in-one),Existing,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348,600.0652348
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMultifunction Device,SCLMultifamily - High Rise Low IncomeMultifunction Device2,SCLMultifamily - High Rise Low IncomeMultifunction Device2New,SCLMultifamily - High Rise Low IncomeMultifunction DeviceENERGY STAR Multifunction Device (All-in-one)New,SCLMultifamily - High Rise Low IncomeMultifunction DeviceNew,SCL,Multifamily - High Rise Low Income,Multifunction Device,2,ENERGY STAR Multifunction Device (All-in-one),New,0,290.7557653,610.6793282,914.0696342,1150.975272,1394.321339,1680.558202,1993.288574,2323.181127,2635.480156,2925.960904,3217.775719,3510.971657,3805.573117,4101.589994,4399.022842,4697.866159,4998.110465,5299.743622,5602.751667,5908.509997
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMultifunction Device,SCLMultifamily - High Rise Low IncomeMultifunction Device1,SCLMultifamily - High Rise Low IncomeMultifunction Device1New,SCLMultifamily - High Rise Low IncomeMultifunction DeviceStandard Multifunction Device (All-in-one)New,SCLMultifamily - High Rise Low IncomeMultifunction DeviceNew,SCL,Multifamily - High Rise Low Income,Multifunction Device,1,Standard Multifunction Device (All-in-one),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeOther,SCLMultifamily - High Rise Low IncomeOther1,SCLMultifamily - High Rise Low IncomeOther1Existing,SCLMultifamily - High Rise Low IncomeOtherOther Equipment End UseExisting,SCLMultifamily - High Rise Low IncomeOtherExisting,SCL,Multifamily - High Rise Low Income,Other,1,Other Equipment End Use,Existing,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeOther,SCLMultifamily - High Rise Low IncomeOther1,SCLMultifamily - High Rise Low IncomeOther1New,SCLMultifamily - High Rise Low IncomeOtherOther Equipment End UseNew,SCLMultifamily - High Rise Low IncomeOtherNew,SCL,Multifamily - High Rise Low Income,Other,1,Other Equipment End Use,New,0,327.4494198,687.7476411,1029.426093,1296.229447,1570.286021,1892.646248,2244.843491,2616.368798,2968.080262,3295.219957,3623.86208,3954.059625,4285.84007,4619.214558,4954.183715,5290.741343,5628.876767,5968.576315,6309.824264,6654.169587
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePlug Load Other,SCLMultifamily - High Rise Low IncomePlug Load Other1,SCLMultifamily - High Rise Low IncomePlug Load Other1Existing,SCLMultifamily - High Rise Low IncomePlug Load OtherPlug Load Other Equipment End UseExisting,SCLMultifamily - High Rise Low IncomePlug Load OtherExisting,SCL,Multifamily - High Rise Low Income,Plug Load Other,1,Plug Load Other Equipment End Use,Existing,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117,20273.82117
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePlug Load Other,SCLMultifamily - High Rise Low IncomePlug Load Other1,SCLMultifamily - High Rise Low IncomePlug Load Other1New,SCLMultifamily - High Rise Low IncomePlug Load OtherPlug Load Other Equipment End UseNew,SCLMultifamily - High Rise Low IncomePlug Load OtherNew,SCL,Multifamily - High Rise Low Income,Plug Load Other,1,Plug Load Other Equipment End Use,New,0,327.4494198,687.7476411,1029.426093,1296.229447,1570.286021,1892.646248,2244.843491,2616.368798,2968.080262,3295.219957,3623.86208,3954.059625,4285.84007,4619.214558,4954.183715,5290.741343,5628.876767,5968.576315,6309.824264,6654.169587
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePrinter,SCLMultifamily - High Rise Low IncomePrinter2,SCLMultifamily - High Rise Low IncomePrinter2Existing,SCLMultifamily - High Rise Low IncomePrinterENERGY STAR Office PrinterExisting,SCLMultifamily - High Rise Low IncomePrinterExisting,SCL,Multifamily - High Rise Low Income,Printer,2,ENERGY STAR Office Printer,Existing,868.8949295,868.8949337,868.8949372,868.8949401,868.8949426,868.8949446,868.8949463,868.8949477,868.8949488,868.8949498,868.8949506,868.8949513,868.8949519,868.8949523,868.8949527,868.8949531,868.8949533,868.8949536,868.8949538,868.8949539,868.894954
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePrinter,SCLMultifamily - High Rise Low IncomePrinter1,SCLMultifamily - High Rise Low IncomePrinter1Existing,SCLMultifamily - High Rise Low IncomePrinterStandard Office PrinterExisting,SCLMultifamily - High Rise Low IncomePrinterExisting,SCL,Multifamily - High Rise Low Income,Printer,1,Standard Office Printer,Existing,6148.966449,6148.966445,6148.966441,6148.966438,6148.966436,6148.966434,6148.966432,6148.966431,6148.966429,6148.966428,6148.966428,6148.966427,6148.966426,6148.966426,6148.966426,6148.966425,6148.966425,6148.966425,6148.966425,6148.966424,6148.966424
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePrinter,SCLMultifamily - High Rise Low IncomePrinter2,SCLMultifamily - High Rise Low IncomePrinter2New,SCLMultifamily - High Rise Low IncomePrinterENERGY STAR Office PrinterNew,SCLMultifamily - High Rise Low IncomePrinterNew,SCL,Multifamily - High Rise Low Income,Printer,2,ENERGY STAR Office Printer,New,0,14.03381919,29.4754715,44.11911818,55.5537698,67.29927967,81.11498637,96.20944715,112.1322696,127.2059109,141.2264559,155.311392,169.4629902,183.6824284,197.970184,212.3262839,226.7504625,241.2422621,255.801097,270.4262932,285.1842366
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePrinter,SCLMultifamily - High Rise Low IncomePrinter1,SCLMultifamily - High Rise Low IncomePrinter1New,SCLMultifamily - High Rise Low IncomePrinterStandard Office PrinterNew,SCLMultifamily - High Rise Low IncomePrinterNew,SCL,Multifamily - High Rise Low Income,Printer,1,Standard Office Printer,New,0,99.31405691,208.5910197,312.2206831,393.1410389,476.2612659,574.0317917,680.8517612,793.5338527,900.2064875,999.4266061,1099.102405,1199.249957,1299.877596,1400.988701,1502.583463,1604.660003,1707.21508,1810.24455,1913.743644,2018.182159
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator6,SCLMultifamily - High Rise Low IncomeRefrigerator6Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 3Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,6,Refrig and Refrig-Freezer - CEE Tier 3,Existing,688.0256054,721.8647732,749.2181006,771.0467138,788.181572,801.3404065,811.1424979,818.1215652,822.7370038,825.3836837,826.4004883,826.0777547,824.6637543,822.3703361,819.3778385,815.8393635,811.8844942,807.622527,803.1452793,798.5295298,793.839135
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator5,SCLMultifamily - High Rise Low IncomeRefrigerator5Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 2Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,5,Refrig and Refrig-Freezer - CEE Tier 2,Existing,688.0256054,721.8647732,749.2181006,771.0467138,788.181572,801.3404065,811.1424979,818.1215652,822.7370038,825.3836837,826.4004883,826.0777547,824.6637543,822.3703361,819.3778385,815.8393635,811.8844942,807.622527,803.1452793,798.5295298,793.839135
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator4,SCLMultifamily - High Rise Low IncomeRefrigerator4Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 1Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,4,Refrig and Refrig-Freezer - CEE Tier 1,Existing,688.0256054,721.8647732,749.2181006,771.0467138,788.181572,801.3404065,811.1424979,818.1215652,822.7370038,825.3836837,826.4004883,826.0777547,824.6637543,822.3703361,819.3778385,815.8393635,811.8844942,807.622527,803.1452793,798.5295298,793.839135
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator3,SCLMultifamily - High Rise Low IncomeRefrigerator3Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorMarket Average RefrigeratorExisting,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,3,Market Average Refrigerator,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator2,SCLMultifamily - High Rise Low IncomeRefrigerator2Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorFederal Standard 2014 RefrigeratorExisting,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,2,Federal Standard 2014 Refrigerator,Existing,1238.44609,3355.811163,5215.273437,6848.61957,8283.692972,9544.884698,10653.56312,11628.45004,12485.94982,13240.43762,13904.51156,14489.21357,15004.22266,15458.02411,15858.05766,16210.84713,16522.11402,16796.87693,17039.53855,17253.96194,17443.53725
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator1,SCLMultifamily - High Rise Low IncomeRefrigerator1Existing,SCLMultifamily - High Rise Low IncomeRefrigeratorBelow Federal Standard 2014 RefrigeratorExisting,SCLMultifamily - High Rise Low IncomeRefrigeratorExisting,SCL,Multifamily - High Rise Low Income,Refrigerator,1,Below Federal Standard 2014 Refrigerator,Existing,17751.06062,15532.17804,13590.65579,11891.82381,10405.34584,9104.677607,7966.592906,6970.768793,6099.422694,5336.994857,4669.8705,4086.136687,3575.369601,3128.448401,2737.392351,2395.218307,2095.816019,1833.839016,1604.609139,1404.032997,1228.528872
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator6,SCLMultifamily - High Rise Low IncomeRefrigerator6New,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 3New,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,6,Refrig and Refrig-Freezer - CEE Tier 3,New,0,11.11253687,23.33985207,34.93527464,43.98968713,53.29024956,64.23007628,76.1824714,88.79079631,100.7267057,111.8287316,122.9817448,134.1875438,145.4470612,156.760675,168.1284066,179.5500456,191.0252297,202.5534948,214.1343076,225.8202348
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator5,SCLMultifamily - High Rise Low IncomeRefrigerator5New,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 2New,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,5,Refrig and Refrig-Freezer - CEE Tier 2,New,0,11.11253687,23.33985207,34.93527464,43.98968713,53.29024956,64.23007628,76.1824714,88.79079631,100.7267057,111.8287316,122.9817448,134.1875438,145.4470612,156.760675,168.1284066,179.5500456,191.0252297,202.5534948,214.1343076,225.8202348
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator4,SCLMultifamily - High Rise Low IncomeRefrigerator4New,SCLMultifamily - High Rise Low IncomeRefrigeratorRefrig and Refrig-Freezer - CEE Tier 1New,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,4,Refrig and Refrig-Freezer - CEE Tier 1,New,0,11.11253687,23.33985207,34.93527464,43.98968713,53.29024956,64.23007628,76.1824714,88.79079631,100.7267057,111.8287316,122.9817448,134.1875438,145.4470612,156.760675,168.1284066,179.5500456,191.0252297,202.5534948,214.1343076,225.8202348
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator3,SCLMultifamily - High Rise Low IncomeRefrigerator3New,SCLMultifamily - High Rise Low IncomeRefrigeratorMarket Average RefrigeratorNew,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,3,Market Average Refrigerator,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator2,SCLMultifamily - High Rise Low IncomeRefrigerator2New,SCLMultifamily - High Rise Low IncomeRefrigeratorFederal Standard 2014 RefrigeratorNew,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,2,Federal Standard 2014 Refrigerator,New,0,306.7060177,644.1799172,964.2135801,1214.115365,1470.810888,1772.750105,2102.636211,2450.625978,2780.057078,3086.472991,3394.296157,3703.576209,4014.338889,4326.594631,4640.344022,4955.581258,5272.296338,5590.476458,5910.10689,6232.638482
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCLMultifamily - High Rise Low IncomeRefrigerator1,SCLMultifamily - High Rise Low IncomeRefrigerator1New,SCLMultifamily - High Rise Low IncomeRefrigeratorBelow Federal Standard 2014 RefrigeratorNew,SCLMultifamily - High Rise Low IncomeRefrigeratorNew,SCL,Multifamily - High Rise Low Income,Refrigerator,1,Below Federal Standard 2014 Refrigerator,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeSet Top Box,SCLMultifamily - High Rise Low IncomeSet Top Box2,SCLMultifamily - High Rise Low IncomeSet Top Box2Existing,SCLMultifamily - High Rise Low IncomeSet Top BoxENERGY STAR Set Top BoxExisting,SCLMultifamily - High Rise Low IncomeSet Top BoxExisting,SCL,Multifamily - High Rise Low Income,Set Top Box,2,ENERGY STAR Set Top Box,Existing,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722,5366.599722
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeSet Top Box,SCLMultifamily - High Rise Low IncomeSet Top Box1,SCLMultifamily - High Rise Low IncomeSet Top Box1Existing,SCLMultifamily - High Rise Low IncomeSet Top BoxStandard Set Top BoxExisting,SCLMultifamily - High Rise Low IncomeSet Top BoxExisting,SCL,Multifamily - High Rise Low Income,Set Top Box,1,Standard Set Top Box,Existing,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453,1651.261453
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeSet Top Box,SCLMultifamily - High Rise Low IncomeSet Top Box2,SCLMultifamily - High Rise Low IncomeSet Top Box2New,SCLMultifamily - High Rise Low IncomeSet Top BoxENERGY STAR Set Top BoxNew,SCLMultifamily - High Rise Low IncomeSet Top BoxNew,SCL,Multifamily - High Rise Low Income,Set Top Box,2,ENERGY STAR Set Top Box,New,0,86.6777876,182.0508462,272.4951422,343.1195596,415.6639466,500.994595,594.223277,692.5682112,785.6683047,872.2641063,959.2576094,1046.662842,1134.487077,1222.733265,1311.401572,1400.490356,1489.996791,1579.91726,1670.247599,1761.397832
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeSet Top Box,SCLMultifamily - High Rise Low IncomeSet Top Box1,SCLMultifamily - High Rise Low IncomeSet Top Box1New,SCLMultifamily - High Rise Low IncomeSet Top BoxStandard Set Top BoxNew,SCLMultifamily - High Rise Low IncomeSet Top BoxNew,SCL,Multifamily - High Rise Low Income,Set Top Box,1,Standard Set Top Box,New,0,26.67008849,56.01564498,83.84465914,105.5752491,127.896599,154.1521831,182.8379314,213.0979111,241.7440938,268.3889558,295.1561875,322.0501052,349.0729469,376.2256201,403.5081759,430.9201094,458.4605512,486.1283876,513.9223383,541.9685636
