RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeComputer - Laptop,SCLMultifamily - Low Rise Low IncomeComputer - Laptop2,SCLMultifamily - Low Rise Low IncomeComputer - Laptop2New,SCLMultifamily - Low Rise Low IncomeComputer - LaptopENERGY STAR NotebookNew,SCLMultifamily - Low Rise Low IncomeComputer - LaptopNew,SCL,Multifamily - Low Rise Low Income,Computer - Laptop,2,ENERGY STAR Notebook,New,0,98.29865924,206.4583624,309.0285051,389.1215223,471.3919191,568.1628284,673.890659,785.4206766,891.0026788,989.2083602,1087.865063,1186.988695,1286.587506,1386.664841,1487.220887,1588.253785,1689.760328,1791.736414,1894.177322,1997.548046
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeComputer - Laptop,SCLMultifamily - Low Rise Low IncomeComputer - Laptop1,SCLMultifamily - Low Rise Low IncomeComputer - Laptop1New,SCLMultifamily - Low Rise Low IncomeComputer - LaptopMarket Average Laptop ComputerNew,SCLMultifamily - Low Rise Low IncomeComputer - LaptopNew,SCL,Multifamily - Low Rise Low Income,Computer - Laptop,1,Market Average Laptop Computer,New,0,196.5973185,412.9167249,618.0570102,778.2430447,942.7838382,1136.325657,1347.781318,1570.841353,1782.005358,1978.41672,2175.730126,2373.97739,2573.175013,2773.329682,2974.441775,3176.50757,3379.520657,3583.472828,3788.354644,3995.096092
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Oven,SCLMultifamily - Low Rise Low IncomeCooking Oven2,SCLMultifamily - Low Rise Low IncomeCooking Oven2Existing,SCLMultifamily - Low Rise Low IncomeCooking OvenEfficient OvenExisting,SCLMultifamily - Low Rise Low IncomeCooking OvenExisting,SCL,Multifamily - Low Rise Low Income,Cooking Oven,2,Efficient Oven,Existing,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616,662.2852616
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Oven,SCLMultifamily - Low Rise Low IncomeCooking Oven1,SCLMultifamily - Low Rise Low IncomeCooking Oven1Existing,SCLMultifamily - Low Rise Low IncomeCooking OvenFederal Standard 2012 Cooking OvenExisting,SCLMultifamily - Low Rise Low IncomeCooking OvenExisting,SCL,Multifamily - Low Rise Low Income,Cooking Oven,1,Federal Standard 2012 Cooking Oven,Existing,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942,23842.26942
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Oven,SCLMultifamily - Low Rise Low IncomeCooking Oven2,SCLMultifamily - Low Rise Low IncomeCooking Oven2New,SCLMultifamily - Low Rise Low IncomeCooking OvenEfficient OvenNew,SCLMultifamily - Low Rise Low IncomeCooking OvenNew,SCL,Multifamily - Low Rise Low Income,Cooking Oven,2,Efficient Oven,New,0,10.69679578,22.46666391,33.62827971,42.34394944,51.29656019,61.82710722,73.33234056,85.46896409,96.95832849,107.6450065,118.3807643,129.1673331,140.0056106,150.8959607,161.8384038,172.8327376,183.8786133,194.9755842,206.1231368,217.3718713
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Oven,SCLMultifamily - Low Rise Low IncomeCooking Oven1,SCLMultifamily - Low Rise Low IncomeCooking Oven1New,SCLMultifamily - Low Rise Low IncomeCooking OvenFederal Standard 2012 Cooking OvenNew,SCLMultifamily - Low Rise Low IncomeCooking OvenNew,SCL,Multifamily - Low Rise Low Income,Cooking Oven,1,Federal Standard 2012 Cooking Oven,New,0,385.084648,808.7999007,1210.61807,1524.38218,1846.676167,2225.77586,2639.96426,3076.882707,3490.499826,3875.220233,4261.707515,4650.023992,5040.201981,5432.254584,5826.182537,6221.978554,6619.630077,7019.12103,7420.432923,7825.387366
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Range,SCLMultifamily - Low Rise Low IncomeCooking Range1,SCLMultifamily - Low Rise Low IncomeCooking Range1Existing,SCLMultifamily - Low Rise Low IncomeCooking RangeFederal Standard 2012 Cooking RangeExisting,SCLMultifamily - Low Rise Low IncomeCooking RangeExisting,SCL,Multifamily - Low Rise Low Income,Cooking Range,1,Federal Standard 2012 Cooking Range,Existing,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468,24504.55468
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCooking Range,SCLMultifamily - Low Rise Low IncomeCooking Range1,SCLMultifamily - Low Rise Low IncomeCooking Range1New,SCLMultifamily - Low Rise Low IncomeCooking RangeFederal Standard 2012 Cooking RangeNew,SCLMultifamily - Low Rise Low IncomeCooking RangeNew,SCL,Multifamily - Low Rise Low Income,Cooking Range,1,Federal Standard 2012 Cooking Range,New,0,395.7814438,831.2665646,1244.246349,1566.726129,1897.972727,2287.602967,2713.296601,3162.351671,3587.458154,3982.86524,4380.088279,4779.191325,5180.207592,5583.150544,5988.020941,6394.811291,6803.50869,7214.096614,7626.55606,8042.759237
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central7,SCLMultifamily - Low Rise Low IncomeCool Central7Existing,SCLMultifamily - Low Rise Low IncomeCool CentralEnhanced Central Air Conditioner - SEER/EER 20/14 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,7,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central6,SCLMultifamily - Low Rise Low IncomeCool Central6Existing,SCLMultifamily - Low Rise Low IncomeCool CentralCEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,6,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central5,SCLMultifamily - Low Rise Low IncomeCool Central5Existing,SCLMultifamily - Low Rise Low IncomeCool CentralCEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,5,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central4,SCLMultifamily - Low Rise Low IncomeCool Central4Existing,SCLMultifamily - Low Rise Low IncomeCool CentralENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,4,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central3,SCLMultifamily - Low Rise Low IncomeCool Central3Existing,SCLMultifamily - Low Rise Low IncomeCool CentralFederal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,3,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central2,SCLMultifamily - Low Rise Low IncomeCool Central2Existing,SCLMultifamily - Low Rise Low IncomeCool CentralFederal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,2,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central1,SCLMultifamily - Low Rise Low IncomeCool Central1Existing,SCLMultifamily - Low Rise Low IncomeCool CentralBelow Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System)Existing,SCLMultifamily - Low Rise Low IncomeCool CentralExisting,SCL,Multifamily - Low Rise Low Income,Cool Central,1,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central7,SCLMultifamily - Low Rise Low IncomeCool Central7New,SCLMultifamily - Low Rise Low IncomeCool CentralEnhanced Central Air Conditioner - SEER/EER 20/14 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,7,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central6,SCLMultifamily - Low Rise Low IncomeCool Central6New,SCLMultifamily - Low Rise Low IncomeCool CentralCEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,6,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central5,SCLMultifamily - Low Rise Low IncomeCool Central5New,SCLMultifamily - Low Rise Low IncomeCool CentralCEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,5,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central4,SCLMultifamily - Low Rise Low IncomeCool Central4New,SCLMultifamily - Low Rise Low IncomeCool CentralENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,4,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central3,SCLMultifamily - Low Rise Low IncomeCool Central3New,SCLMultifamily - Low Rise Low IncomeCool CentralFederal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,3,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central2,SCLMultifamily - Low Rise Low IncomeCool Central2New,SCLMultifamily - Low Rise Low IncomeCool CentralFederal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,2,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCLMultifamily - Low Rise Low IncomeCool Central1,SCLMultifamily - Low Rise Low IncomeCool Central1New,SCLMultifamily - Low Rise Low IncomeCool CentralBelow Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System)New,SCLMultifamily - Low Rise Low IncomeCool CentralNew,SCL,Multifamily - Low Rise Low Income,Cool Central,1,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room4,SCLMultifamily - Low Rise Low IncomeCool Room4Existing,"SCLMultifamily - Low Rise Low IncomeCool RoomENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)Existing",SCLMultifamily - Low Rise Low IncomeCool RoomExisting,SCL,Multifamily - Low Rise Low Income,Cool Room,4,"ENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)",Existing,3697.744557,3932.52199,4146.190322,4345.463749,4535.651262,4720.953205,4904.697134,5089.525292,5277.543529,5470.4395,5669.57642,5876.067353,6090.834043,6314.653439,6548.194483,6792.047146,7046.745347,7312.78502,7590.638359,7880.765045,8183.621101
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room3,SCLMultifamily - Low Rise Low IncomeCool Room3Existing,"SCLMultifamily - Low Rise Low IncomeCool RoomRoom AC - Market Average (8,000-13,999 Btuh)Existing",SCLMultifamily - Low Rise Low IncomeCool RoomExisting,SCL,Multifamily - Low Rise Low Income,Cool Room,3,"Room AC - Market Average (8,000-13,999 Btuh)",Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room2,SCLMultifamily - Low Rise Low IncomeCool Room2Existing,"SCLMultifamily - Low Rise Low IncomeCool RoomFederal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)Existing",SCLMultifamily - Low Rise Low IncomeCool RoomExisting,SCL,Multifamily - Low Rise Low Income,Cool Room,2,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)",Existing,1491.188541,1911.324995,2289.295792,2633.750009,2951.777606,3249.210065,3530.862466,3800.72853,4062.137918,4317.883181,4570.32235,4821.461912,5073.02403,5326.501065,5583.199888,5844.277949,6110.772712,6383.625729,6663.702394,6951.808199,7248.702159
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room1,SCLMultifamily - Low Rise Low IncomeCool Room1Existing,"SCLMultifamily - Low Rise Low IncomeCool RoomBelow Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)Existing",SCLMultifamily - Low Rise Low IncomeCool RoomExisting,SCL,Multifamily - Low Rise Low Income,Cool Room,1,"Below Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)",Existing,1863.985676,1491.188541,1192.950833,954.3606661,763.4885329,610.7908263,488.6326611,390.9061288,312.7249031,250.1799225,200.143938,160.1151504,128.0921203,102.4736962,81.97895699,65.58316559,52.46653248,41.97322598,33.57858078,26.86286463,21.4902917
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room4,SCLMultifamily - Low Rise Low IncomeCool Room4New,"SCLMultifamily - Low Rise Low IncomeCool RoomENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)New",SCLMultifamily - Low Rise Low IncomeCool RoomNew,SCL,Multifamily - Low Rise Low Income,Cool Room,4,"ENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)",New,0,250.2403011,525.5840027,786.6982801,990.5922183,1200.029143,1446.380229,1715.533078,1999.456637,2268.238248,2518.241854,2769.393631,3021.734078,3275.284195,3530.052495,3786.039459,4043.240349,4301.647007,4561.248985,4822.034268,5085.186597
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room3,SCLMultifamily - Low Rise Low IncomeCool Room3New,"SCLMultifamily - Low Rise Low IncomeCool RoomRoom AC - Market Average (8,000-13,999 Btuh)New",SCLMultifamily - Low Rise Low IncomeCool RoomNew,SCL,Multifamily - Low Rise Low Income,Cool Room,3,"Room AC - Market Average (8,000-13,999 Btuh)",New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room2,SCLMultifamily - Low Rise Low IncomeCool Room2New,"SCLMultifamily - Low Rise Low IncomeCool RoomFederal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)New",SCLMultifamily - Low Rise Low IncomeCool RoomNew,SCL,Multifamily - Low Rise Low Income,Cool Room,2,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)",New,0,213.1676639,447.719706,670.1503867,843.8378156,1022.247047,1232.101677,1461.380029,1703.240839,1932.202952,2145.168987,2359.113093,2574.06977,2790.056907,3007.081755,3225.144724,3444.241779,3664.365969,3885.508395,4107.658821,4331.825619
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCLMultifamily - Low Rise Low IncomeCool Room1,SCLMultifamily - Low Rise Low IncomeCool Room1New,"SCLMultifamily - Low Rise Low IncomeCool RoomBelow Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)New",SCLMultifamily - Low Rise Low IncomeCool RoomNew,SCL,Multifamily - Low Rise Low Income,Cool Room,1,"Below Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)",New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCLMultifamily - Low Rise Low IncomeCopier2,SCLMultifamily - Low Rise Low IncomeCopier2Existing,SCLMultifamily - Low Rise Low IncomeCopierENERGY STAR Office CopierExisting,SCLMultifamily - Low Rise Low IncomeCopierExisting,SCL,Multifamily - Low Rise Low Income,Copier,2,ENERGY STAR Office Copier,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCLMultifamily - Low Rise Low IncomeCopier1,SCLMultifamily - Low Rise Low IncomeCopier1Existing,SCLMultifamily - Low Rise Low IncomeCopierStandard Office CopierExisting,SCLMultifamily - Low Rise Low IncomeCopierExisting,SCL,Multifamily - Low Rise Low Income,Copier,1,Standard Office Copier,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCLMultifamily - Low Rise Low IncomeCopier2,SCLMultifamily - Low Rise Low IncomeCopier2New,SCLMultifamily - Low Rise Low IncomeCopierENERGY STAR Office CopierNew,SCLMultifamily - Low Rise Low IncomeCopierNew,SCL,Multifamily - Low Rise Low Income,Copier,2,ENERGY STAR Office Copier,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCLMultifamily - Low Rise Low IncomeCopier1,SCLMultifamily - Low Rise Low IncomeCopier1New,SCLMultifamily - Low Rise Low IncomeCopierStandard Office CopierNew,SCLMultifamily - Low Rise Low IncomeCopierNew,SCL,Multifamily - Low Rise Low Income,Copier,1,Standard Office Copier,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer4,SCLMultifamily - Low Rise Low IncomeDryer4Existing,SCLMultifamily - Low Rise Low IncomeDryerHeat Pump DryerExisting,SCLMultifamily - Low Rise Low IncomeDryerExisting,SCL,Multifamily - Low Rise Low Income,Dryer,4,Heat Pump Dryer,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer3,SCLMultifamily - Low Rise Low IncomeDryer3Existing,SCLMultifamily - Low Rise Low IncomeDryerFederal Standard 2015 Dryer - CEF 3.73Existing,SCLMultifamily - Low Rise Low IncomeDryerExisting,SCL,Multifamily - Low Rise Low Income,Dryer,3,Federal Standard 2015 Dryer - CEF 3.73,Existing,1304.163975,1630.204968,1915.490838,2165.115973,2383.537967,2574.657212,2741.886551,2888.212222,3016.247185,3128.277777,3226.304546,3312.077968,3387.129712,3452.799989,3510.261481,3560.540286,3604.534241,3643.028951,3676.711823,3706.184335,3731.972784
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer2,SCLMultifamily - Low Rise Low IncomeDryer2Existing,SCLMultifamily - Low Rise Low IncomeDryerBelow Standard Dryer - CEF 2.72Existing,SCLMultifamily - Low Rise Low IncomeDryerExisting,SCL,Multifamily - Low Rise Low Income,Dryer,2,Below Standard Dryer - CEF 2.72,Existing,2608.327949,2282.286955,1997.001086,1747.37595,1528.953956,1337.834712,1170.605373,1024.279701,896.2447386,784.2141463,686.187378,600.4139558,525.3622113,459.6919349,402.230443,351.9516376,307.9576829,269.4629726,235.780101,206.3075884,180.5191398
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer1,SCLMultifamily - Low Rise Low IncomeDryer1Existing,SCLMultifamily - Low Rise Low IncomeDryerMarket Average DryerExisting,SCLMultifamily - Low Rise Low IncomeDryerExisting,SCL,Multifamily - Low Rise Low Income,Dryer,1,Market Average Dryer,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer4,SCLMultifamily - Low Rise Low IncomeDryer4New,SCLMultifamily - Low Rise Low IncomeDryerHeat Pump DryerNew,SCLMultifamily - Low Rise Low IncomeDryerNew,SCL,Multifamily - Low Rise Low Income,Dryer,4,Heat Pump Dryer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer3,SCLMultifamily - Low Rise Low IncomeDryer3New,SCLMultifamily - Low Rise Low IncomeDryerFederal Standard 2015 Dryer - CEF 3.73New,SCLMultifamily - Low Rise Low IncomeDryerNew,SCL,Multifamily - Low Rise Low Income,Dryer,3,Federal Standard 2015 Dryer - CEF 3.73,New,0,63.19199523,132.723233,198.6611818,250.1495501,303.0376623,365.2475326,433.2154236,504.9132921,572.7874364,635.9196601,699.3418261,763.0641612,827.0919684,891.4273979,956.0705704,1021.02029,1086.274497,1151.830552,1217.685421,1284.138029
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer2,SCLMultifamily - Low Rise Low IncomeDryer2New,SCLMultifamily - Low Rise Low IncomeDryerBelow Standard Dryer - CEF 2.72New,SCLMultifamily - Low Rise Low IncomeDryerNew,SCL,Multifamily - Low Rise Low Income,Dryer,2,Below Standard Dryer - CEF 2.72,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCLMultifamily - Low Rise Low IncomeDryer1,SCLMultifamily - Low Rise Low IncomeDryer1New,SCLMultifamily - Low Rise Low IncomeDryerMarket Average DryerNew,SCLMultifamily - Low Rise Low IncomeDryerNew,SCL,Multifamily - Low Rise Low Income,Dryer,1,Market Average Dryer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDVD Player,SCLMultifamily - Low Rise Low IncomeDVD Player2,SCLMultifamily - Low Rise Low IncomeDVD Player2Existing,SCLMultifamily - Low Rise Low IncomeDVD PlayerENERGY STAR DVD PlayerExisting,SCLMultifamily - Low Rise Low IncomeDVD PlayerExisting,SCL,Multifamily - Low Rise Low Income,DVD Player,2,ENERGY STAR DVD Player,Existing,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227,23079.41227
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDVD Player,SCLMultifamily - Low Rise Low IncomeDVD Player1,SCLMultifamily - Low Rise Low IncomeDVD Player1Existing,SCLMultifamily - Low Rise Low IncomeDVD PlayerStandard DVD PlayerExisting,SCLMultifamily - Low Rise Low IncomeDVD PlayerExisting,SCL,Multifamily - Low Rise Low Income,DVD Player,1,Standard DVD Player,Existing,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449,12673.7449
